slug,name,category,tier,description,date_added,last_tested
how-common-is-your-name,How Common Is Your Name?,fun,2,"Find out how popular your first name is in the UK. See ranking, peak decade and trend data from ONS baby name records spanning multiple decades.",2026-03-12,2026-03-12
slug-generator,Slug Generator,text,3,"Convert any title or text into a clean URL-friendly slug. Options for separator style, max length and accent transliteration. Copy to clipboard instantly.",2026-03-12,2026-03-12
word-frequency-counter,Word Frequency Counter,text,2,Analyse word frequency in any text. See a sorted table and visual chart of the most common words with options to filter common words and set minimum length.,2026-03-12,2026-03-12
fancy-text-generator,Fancy Text Generator,text,2,"Transform your text into 15+ Unicode styles including Bold, Italic, Script, Gothic, Small Caps, Circled, Bubble and more. Copy and paste anywhere.",2026-03-12,2026-03-12
instagram-caption-formatter,Instagram Caption Formatter,text,2,Format Instagram captions with line breaks that actually work. Uses invisible characters to preserve spacing. Includes character count and hashtag counter.,2026-03-12,2026-03-12
email-template-generator,Email Template Generator,text,2,"Generate professional emails from templates. Choose email type (complaint, request, thank you, follow-up and more) and tone for polished, ready-to-send copy.",2026-03-12,2026-03-12
jwt-decoder,JWT Decoder,developer,2,"Decode JWT tokens to see the header, payload and expiry status. Colour-coded sections with formatted JSON output. Paste any JWT to inspect its contents.",2026-03-12,2026-03-12
css-minifier,CSS Minifier,developer,2,"Minify CSS by removing comments, whitespace and unnecessary characters. See original and minified size with savings percentage. Copy or download the result.",2026-03-12,2026-03-12
javascript-minifier,JavaScript Minifier,developer,2,Minify JavaScript by removing comments and collapsing whitespace. See compression statistics with original and minified size comparison.,2026-03-12,2026-03-12
sql-formatter,SQL Formatter,developer,2,"Format messy SQL queries with proper indentation and keyword highlighting. Options for uppercase keywords and indent size. Supports SELECT, JOIN, WHERE and more.",2026-03-12,2026-03-12
html-entity-encoder,HTML Entity Encoder,developer,3,"Encode text to HTML entities or decode entities back to text. Handles named, numeric and hex entities. Bulk text support with instant copy to clipboard.",2026-03-12,2026-03-12
currency-converter,Currency Converter,travel,2,"Convert between 30+ major world currencies with approximate exchange rates. See converted amount, exchange rate and inverse rate for quick reference.",2026-03-12,2026-03-12
flight-time-calculator,Flight Time Calculator,travel,2,Calculate approximate flight times between major cities worldwide. Pre-built dataset of 100+ popular routes with distance in km and miles.,2026-03-12,2026-03-12
luggage-weight-checker,Luggage Weight Checker,travel,2,Check baggage allowances for 20+ airlines and pack against the limit. Add items from a pre-built weight database to track carry-on and checked bag weight.,2026-03-12,2026-03-12
jet-lag-calculator,Jet Lag Calculator,travel,2,"Calculate jet lag severity and recovery time for your trip. See timezone difference, recovery plan and direction-specific adjustment tips.",2026-03-12,2026-03-12
pace-to-finish-calculator,Pace to Finish Time Calculator,sports,3,"Calculate your predicted finish time for any running distance. Enter your pace per km or mile to see estimates for 5K, 10K, half marathon and marathon.",2026-03-12,2026-03-12
cycling-calorie-calculator,Cycling Calorie Calculator,sports,3,"Estimate calories burned cycling based on distance, speed, weight and terrain. Uses MET values for accurate calorie estimates across different riding conditions.",2026-03-12,2026-03-12
swim-pace-calculator,Swim Pace Calculator,sports,3,"Calculate your swimming pace per 100m from pool laps and time. See estimated times for 400m, 750m and 1500m distances with total distance swum.",2026-03-12,2026-03-12
ev-charging-time-calculator,EV Charging Time Calculator,automotive,2,"Calculate how long it takes to charge your electric vehicle. Choose from 10+ car presets and 5 charger types to see charge time, energy needed and estimated cost.",2026-03-12,2026-03-12
road-trip-cost-calculator,Road Trip Cost Calculator,automotive,2,"Calculate the fuel cost of any road trip. Enter distance, fuel type and efficiency to see total cost with optional passenger cost-splitting for group trips.",2026-03-12,2026-03-12
baby-name-explorer,Baby Name Explorer,parenting,2,"Browse and filter 500+ baby names by origin, gender, length and starting letter. Search by meaning or keyword to find the perfect name for your baby.",2026-03-12,2026-03-12
kg-to-ounces,Kg to Ounces Converter,converters,3,Convert kilograms to ounces instantly. Free kg to oz converter with common conversion reference table.,2026-03-13,2026-03-13
ounces-to-kg,Ounces to Kg Converter,converters,3,Convert ounces to kilograms easily. Free oz to kg converter with table of common conversions.,2026-03-13,2026-03-13
fl-oz-to-ml,Fl Oz to Ml Converter,converters,3,Convert fluid ounces to millilitres quickly. Free fl oz to ml converter for cooking and beverages.,2026-03-13,2026-03-13
ml-to-fl-oz,Ml to Fl Oz Converter,converters,3,Convert millilitres to fluid ounces easily. Free ml to fl oz converter for cooking recipes.,2026-03-13,2026-03-13
sticks-butter-to-grams,Sticks of Butter to Grams,converters,3,Convert butter sticks to grams for baking. Free converter for US butter measurements to metric grams.,2026-03-13,2026-03-13
gas-mark-to-celsius,Gas Mark to Celsius Converter,converters,3,Convert gas mark oven temperatures to Celsius. Free UK gas mark to celsius oven temperature converter.,2026-03-13,2026-03-13
knots-to-mph,Knots to Mph Converter,converters,3,Convert knots to miles per hour instantly. Free knots to mph converter for aviation and maritime.,2026-03-13,2026-03-13
mph-to-knots,Mph to Knots Converter,converters,3,Convert miles per hour to knots easily. Free mph to knots converter for ships and aircraft.,2026-03-13,2026-03-13
knots-to-kph,Knots to Kph Converter,converters,3,Convert knots to kilometres per hour instantly. Free knots to kph converter for maritime and aviation.,2026-03-13,2026-03-13
kph-to-knots,Kph to Knots Converter,converters,3,Convert kilometres per hour to knots easily. Free kph to knots converter for nautical and air travel.,2026-03-13,2026-03-13
nautical-miles-to-km,Nautical Miles to Km Converter,converters,3,Convert nautical miles to kilometres instantly. Free nautical miles to km converter for maritime navigation.,2026-03-13,2026-03-13
km-to-nautical-miles,Km to Nautical Miles Converter,converters,3,Convert kilometres to nautical miles easily. Free km to nautical miles converter for sea navigation.,2026-03-13,2026-03-13
fahrenheit-to-kelvin,Fahrenheit to Kelvin Converter,converters,3,Convert Fahrenheit to Kelvin instantly. Free F to K temperature converter for science and engineering.,2026-03-13,2026-03-13
kelvin-to-fahrenheit,Kelvin to Fahrenheit Converter,converters,3,Convert Kelvin to Fahrenheit easily. Free K to F temperature converter for scientific calculations.,2026-03-13,2026-03-13
hex-to-decimal,Hex to Decimal Converter,converters,3,Convert hexadecimal to decimal numbers instantly. Free hex to decimal converter for programming.,2026-03-13,2026-03-13
decimal-to-hex,Decimal to Hex Converter,converters,3,Convert decimal to hexadecimal numbers easily. Free decimal to hex converter for developers.,2026-03-13,2026-03-13
square-feet-to-square-metres,Square Feet to Square Metres,converters,3,Convert square feet to square metres instantly. Free sq ft to sq m converter for property and real estate.,2026-03-13,2026-03-13
square-metres-to-square-feet,Square Metres to Square Feet,converters,3,Convert square metres to square feet easily. Free sq m to sq ft converter for property measurements.,2026-03-13,2026-03-13
acres-to-hectares,Acres to Hectares Converter,converters,3,Convert acres to hectares instantly. Free acres to hectares converter for land and property measurement.,2026-03-13,2026-03-13
hectares-to-acres,Hectares to Acres Converter,converters,3,Convert hectares to acres easily. Free hectares to acres converter for land and property size.,2026-03-13,2026-03-13
square-miles-to-square-km,Square Miles to Square Km,converters,3,Convert square miles to square kilometres instantly. Free sq miles to sq km converter.,2026-03-13,2026-03-13
square-km-to-square-miles,Square Km to Square Miles,converters,3,Convert square kilometres to square miles easily. Free sq km to sq miles converter.,2026-03-13,2026-03-13
square-yards-to-square-metres,Square Yards to Square Metres,converters,3,Convert square yards to square metres instantly. Free sq yd to sq m converter.,2026-03-13,2026-03-13
square-metres-to-square-yards,Square Metres to Square Yards,converters,3,Convert square metres to square yards easily. Free sq m to sq yd converter.,2026-03-13,2026-03-13
mb-to-gb,Mb to Gb Converter,converters,3,Convert megabytes to gigabytes instantly. Free MB to GB storage converter for file sizes.,2026-03-13,2026-03-13
gb-to-mb,Gb to Mb Converter,converters,3,Convert gigabytes to megabytes easily. Free GB to MB storage converter for file size calculations.,2026-03-13,2026-03-13
gb-to-tb,Gb to Tb Converter,converters,3,Convert gigabytes to terabytes instantly. Free GB to TB storage converter for large file sizes.,2026-03-13,2026-03-13
tb-to-gb,Tb to Gb Converter,converters,3,Convert terabytes to gigabytes easily. Free TB to GB storage converter.,2026-03-13,2026-03-13
kb-to-mb,Kb to Mb Converter,converters,3,Convert kilobytes to megabytes instantly. Free KB to MB storage converter.,2026-03-13,2026-03-13
mb-to-kb,Mb to Kb Converter,converters,3,Convert megabytes to kilobytes easily. Free MB to KB storage converter.,2026-03-13,2026-03-13
bits-to-bytes,Bits to Bytes Converter,converters,3,Convert bits to bytes instantly. Free bits to bytes converter for data size calculations.,2026-03-13,2026-03-13
bytes-to-bits,Bytes to Bits Converter,converters,3,Convert bytes to bits easily. Free bytes to bits converter for data size conversion.,2026-03-13,2026-03-13
calories-to-joules,Calories to Joules Converter,converters,3,Convert calories to joules instantly. Free calorie to joule converter for energy calculations.,2026-03-13,2026-03-13
joules-to-calories,Joules to Calories Converter,converters,3,Convert joules to calories easily. Free joule to calorie converter for energy calculations.,2026-03-13,2026-03-13
kwh-to-btu,Kwh to Btu Converter,converters,3,Convert kilowatt hours to BTU instantly. Free kWh to BTU converter for energy conversion.,2026-03-13,2026-03-13
btu-to-kwh,Btu to Kwh Converter,converters,3,Convert BTU to kilowatt hours easily. Free BTU to kWh converter for energy calculations.,2026-03-13,2026-03-13
calories-to-kcal,Calories to Kcal Converter,converters,3,Convert calories to kilocalories instantly. Free calorie to kcal converter for nutrition.,2026-03-13,2026-03-13
kcal-to-calories,Kcal to Calories Converter,converters,3,Convert kilocalories to calories easily. Free kcal to calorie converter for nutrition.,2026-03-13,2026-03-13
psi-to-bar,Psi to Bar Converter,converters,3,Convert pounds per square inch to bar instantly. Free psi to bar converter for pressure.,2026-03-13,2026-03-13
bar-to-psi,Bar to Psi Converter,converters,3,Convert bar to pounds per square inch easily. Free bar to psi converter for pressure.,2026-03-13,2026-03-13
atm-to-psi,Atm to Psi Converter,converters,3,Convert atmospheres to psi instantly. Free atm to psi converter for pressure conversions.,2026-03-13,2026-03-13
psi-to-atm,Psi to Atm Converter,converters,3,Convert psi to atmospheres easily. Free psi to atm converter for pressure calculations.,2026-03-13,2026-03-13
hours-to-minutes,Hours to Minutes Converter,datetime,3,Convert hours to minutes instantly. Free hours to minutes converter for time calculations.,2026-03-13,2026-03-13
minutes-to-hours,Minutes to Hours Converter,datetime,3,Convert minutes to hours easily. Free minutes to hours converter for time conversion.,2026-03-13,2026-03-13
days-to-hours,Days to Hours Converter,datetime,3,Convert days to hours instantly. Free days to hours converter for time calculations.,2026-03-13,2026-03-13
hours-to-days,Hours to Days Converter,datetime,3,Convert hours to days easily. Free hours to days converter for time calculations.,2026-03-13,2026-03-13
weeks-to-days,Weeks to Days Converter,datetime,3,Convert weeks to days instantly. Free weeks to days converter for time conversion.,2026-03-13,2026-03-13
days-to-weeks,Days to Weeks Converter,datetime,3,Convert days to weeks easily. Free days to weeks converter for time calculations.,2026-03-13,2026-03-13
mpg-to-litres-per-100km,Mpg to Litres Per 100km,automotive,3,Convert MPG to litres per 100km instantly. Free fuel economy converter for vehicles.,2026-03-13,2026-03-13
litres-per-100km-to-mpg,Litres Per 100km to Mpg,automotive,3,Convert litres per 100km to MPG easily. Free fuel economy converter for cars.,2026-03-13,2026-03-13
mpg-uk-to-mpg-us,Mpg Uk to Mpg Us Converter,automotive,3,Convert UK MPG to US MPG instantly. Free fuel economy converter for international cars.,2026-03-13,2026-03-13
mpg-us-to-mpg-uk,Mpg Us to Mpg Uk Converter,automotive,3,Convert US MPG to UK MPG easily. Free fuel economy converter for vehicles.,2026-03-13,2026-03-13
degrees-to-radians,Degrees to Radians Converter,converters,3,Convert degrees to radians instantly. Free angle converter for mathematics and physics.,2026-03-13,2026-03-13
radians-to-degrees,Radians to Degrees Converter,converters,3,Convert radians to degrees easily. Free angle converter for maths and engineering.,2026-03-13,2026-03-13
degrees-to-gradians,Degrees to Gradians Converter,converters,3,Convert degrees to gradians instantly. Free angle converter for surveying and engineering.,2026-03-13,2026-03-13
gradians-to-degrees,Gradians to Degrees Converter,converters,3,Convert gradians to degrees easily. Free angle converter for engineering and surveying.,2026-03-13,2026-03-13
hz-to-khz,Hz to Khz Converter,converters,3,Convert hertz to kilohertz instantly. Free frequency converter for electronics.,2026-03-13,2026-03-13
khz-to-hz,Khz to Hz Converter,converters,3,Convert kilohertz to hertz easily. Free frequency converter for audio and radio.,2026-03-13,2026-03-13
mhz-to-ghz,Mhz to Ghz Converter,converters,3,Convert megahertz to gigahertz instantly. Free frequency converter for electronics.,2026-03-13,2026-03-13
ghz-to-mhz,Ghz to Mhz Converter,converters,3,Convert gigahertz to megahertz easily. Free frequency converter for computing.,2026-03-13,2026-03-13
newtons-to-lbs-force,Newtons to Lbs Force Converter,converters,3,Convert newtons to pounds-force instantly. Free force converter for physics and engineering.,2026-03-13,2026-03-13
lbs-force-to-newtons,Lbs Force to Newtons Converter,converters,3,Convert pounds-force to newtons easily. Free force converter for engineering calculations.,2026-03-13,2026-03-13
kg-force-to-newtons,Kg Force to Newtons Converter,converters,3,Convert kilogram-force to newtons instantly. Free force converter for physics.,2026-03-13,2026-03-13
newtons-to-kg-force,Newtons to Kg Force Converter,converters,3,Convert newtons to kilogram-force easily. Free force converter for engineering.,2026-03-13,2026-03-13
uk-to-us-shoe-size-mens,Uk to Us Shoe Size Mens,converters,2,Convert UK to US men's shoe sizes instantly. Free men's shoe size converter for shopping.,2026-03-13,2026-03-13
uk-to-us-shoe-size-womens,Uk to Us Shoe Size Womens,converters,2,Convert UK to US women's shoe sizes easily. Free women's shoe size converter for online shopping.,2026-03-13,2026-03-13
uk-to-eu-shoe-size,Uk to Eu Shoe Size Converter,converters,2,Convert UK to EU shoe sizes instantly. Free shoe size converter for European shopping.,2026-03-13,2026-03-13
us-to-eu-shoe-size,Us to Eu Shoe Size Converter,converters,2,Convert US to EU shoe sizes easily. Free shoe size converter for international travel.,2026-03-13,2026-03-13
uk-to-us-dress-size,Uk to Us Dress Size Converter,converters,2,Convert UK to US dress sizes instantly. Free dress size converter for clothing shopping.,2026-03-13,2026-03-13
uk-to-eu-dress-size,Uk to Eu Dress Size Converter,converters,2,Convert UK to EU dress sizes easily. Free dress size converter for European fashion.,2026-03-13,2026-03-13
a4-to-letter-dimensions,A4 to Letter Paper Size,converters,2,Compare A4 and Letter paper dimensions instantly. Free paper size converter for printing.,2026-03-13,2026-03-13
a3-to-tabloid-dimensions,A3 to Tabloid Paper Size,converters,2,Compare A3 and Tabloid paper dimensions easily. Free paper size converter for design.,2026-03-13,2026-03-13
a5-to-half-letter-dimensions,A5 to Half Letter Paper Size,converters,2,Compare A5 and Half Letter paper dimensions instantly. Free paper size converter.,2026-03-13,2026-03-13
number-to-roman-numerals,Number to Roman Numerals,converters,3,Convert numbers to Roman numerals instantly. Free number to Roman numeral converter.,2026-03-13,2026-03-13
roman-numerals-to-number,Roman Numerals to Number,converters,3,Convert Roman numerals to numbers easily. Free Roman numeral to number converter.,2026-03-13,2026-03-13
text-reverser,Text Reverser,text,2,"Reverse text instantly. Free online text reverser for backwards text, palindromes, and more.",2026-03-13,2026-03-13
text-sorter,Text Sorter,text,2,Sort text lines alphabetically or reverse order. Free text sorting tool for lists and data.,2026-03-13,2026-03-13
whitespace-remover,Whitespace Remover,text,2,"Remove extra spaces, tabs and line breaks from text instantly. Free whitespace cleanup tool.",2026-03-13,2026-03-13
text-to-binary,Text to Binary Converter,text,2,Convert text to binary code instantly. Free text to binary converter for programming.,2026-03-13,2026-03-13
text-to-morse-code,Text to Morse Code,text,2,Convert text to Morse code instantly. Free text to morse code translator online.,2026-03-13,2026-03-13
one-rep-max-calculator,One Rep Max Calculator,sports,2,Calculate your one rep max lift weight instantly. Free 1RM calculator for strength training.,2026-03-13,2026-03-13
flooring-calculator,Flooring Calculator,home,2,"Calculate flooring needed for your room instantly. Free flooring estimator for tiles, wood.",2026-03-13,2026-03-13
when-is-christmas,When Is Christmas?,seasonal,2,"Find out when Christmas is this year and every year. Live countdown, day of the week, 10-year date table, and fun Christmas facts.",2026-03-13,2026-03-13
when-is-halloween,When Is Halloween?,seasonal,2,"Find out when Halloween is this year. Live countdown to October 31st, day of the week for every year, and spooky Halloween facts.",2026-03-13,2026-03-13
when-is-valentines-day,When Is Valentine's Day?,seasonal,2,"Find out when Valentine's Day is this year. Live countdown to February 14th, day of the week for every year, and romantic fun facts.",2026-03-13,2026-03-13
when-is-new-year,When Is New Year?,seasonal,2,"Find out when New Year's Day is. Live countdown to January 1st, day of the week for every year, and New Year traditions worldwide.",2026-03-13,2026-03-13
when-is-easter,When Is Easter?,seasonal,2,"Find out when Easter Sunday is this year. Calculated using the Computus algorithm. Live countdown, Good Friday date, and 10-year table.",2026-03-13,2026-03-13
when-is-chinese-new-year,When Is Chinese New Year?,seasonal,2,"Find out when Chinese New Year is this year. See the zodiac animal, live countdown, and dates for the next 10 years.",2026-03-13,2026-03-13
when-is-ramadan,When Is Ramadan?,seasonal,2,"Find out when Ramadan starts and ends this year. Live countdown, Eid al-Fitr date, and Ramadan dates for the next 10 years.",2026-03-13,2026-03-13
when-is-diwali,When Is Diwali?,seasonal,2,"Find out when Diwali is this year. Live countdown to the Festival of Lights, 5-day festival dates, and Diwali dates for the next 10 years.",2026-03-13,2026-03-13
when-is-hanukkah,When Is Hanukkah?,seasonal,2,"Find out when Hanukkah starts this year. Live countdown, all 8 nights, and Hanukkah dates for the next 10 years.",2026-03-13,2026-03-13
when-is-mothers-day,When Is Mother's Day?,seasonal,2,"Find out when Mother's Day is this year in the UK and US. Different dates explained, live countdown, and dates for the next 10 years.",2026-03-13,2026-03-13
when-is-fathers-day,When Is Father's Day?,seasonal,2,"Find out when Father's Day is this year in the UK, US, and Australia. Live countdown, dates for the next 10 years, and fun facts.",2026-03-13,2026-03-13
when-is-thanksgiving,When Is Thanksgiving?,seasonal,2,"Find out when Thanksgiving is this year in the US and Canada. Live countdown, dates for the next 10 years, and Thanksgiving traditions.",2026-03-13,2026-03-13
when-is-summer-solstice,When Is the Summer Solstice?,seasonal,2,"Find out when the summer solstice is this year. The longest day of the year with countdown, dates for the next 10 years, and solstice facts.",2026-03-13,2026-03-13
when-is-winter-solstice,When Is the Winter Solstice?,seasonal,2,"Find out when the winter solstice is this year. The shortest day of the year with countdown, dates for the next 10 years, and solstice facts.",2026-03-13,2026-03-13
when-is-spring-equinox,When Is the Spring Equinox?,seasonal,2,"Find out when the spring (vernal) equinox is this year. Equal day and night, countdown, dates for the next 10 years, and equinox facts.",2026-03-13,2026-03-13
when-is-autumn-equinox,When Is the Autumn Equinox?,seasonal,2,"Find out when the autumn equinox is this year. Equal day and night, countdown, dates for the next 10 years, and harvest festival facts.",2026-03-13,2026-03-13
when-is-black-friday,When Is Black Friday?,seasonal,2,"Find out when Black Friday is this year. Live countdown, Cyber Monday date, dates for the next 10 years, and shopping facts.",2026-03-13,2026-03-13
vampire-name-generator,Vampire Name Generator,games,2,"Generate a dark and mysterious vampire name based on your personality. Choose your style and get a unique vampiric identity with title, backstory, and special powers.",2026-03-13,2026-03-13
witch-name-generator,Witch Name Generator,games,2,"Discover your magical witch name based on your personality and style. Choose your witchy vibe and get a unique name with familiar, specialty, and coven details.",2026-03-13,2026-03-13
superhero-alter-ego-generator,Superhero Alter Ego Generator,games,2,"Create your superhero alter ego complete with a hero name, origin story, superpowers, weakness, and nemesis. Choose your power source and discover your heroic identity.",2026-03-13,2026-03-13
dj-name-generator,DJ Name Generator,games,2,"Generate a unique DJ name based on your music style. Choose your genre and get a stage name with signature sound, best venue, and career highlights.",2026-03-13,2026-03-13
fantasy-tavern-name-generator,Fantasy Tavern Name Generator,games,2,"Generate a unique fantasy tavern or inn name for your D&D campaign, RPG, or creative writing. Get a full tavern with specialty drink, atmosphere, and rumour.",2026-03-13,2026-03-13
pirate-ship-name-generator,Pirate Ship Name Generator,games,2,"Generate a legendary pirate ship name complete with ship type, captain, crew size, specialty, and feared reputation. Choose your sailing style and set sail.",2026-03-13,2026-03-13
alien-name-generator,Alien Name Generator,games,2,"Generate unique alien names and species for sci-fi stories, RPGs, or just for fun. Get a complete alien profile with homeworld, abilities, and cultural traits.",2026-03-13,2026-03-13
zombie-apocalypse-name-generator,Zombie Apocalypse Name Generator,games,2,"Generate your zombie apocalypse survivor identity. Get a codename, backstory, specialty weapon, base location, and survival squad role for the end of the world.",2026-03-13,2026-03-13
magic-8-ball,Magic 8 Ball,games,2,"Ask the Magic 8 Ball any yes or no question and shake for your answer. Features realistic 3D animation, classic responses, and a history of your questions.",2026-03-13,2026-03-13
tarot-card-reader,Tarot Card Reader,games,2,"Get a free tarot card reading with beautiful illustrated cards. Choose from one-card, three-card, or Celtic Cross spreads. Includes full card meanings and interpretations.",2026-03-13,2026-03-13
oracle-card-reader,Oracle Card Reader,games,2,"Draw an oracle card for daily guidance and inspiration. Beautifully designed cards with themes of nature, wisdom, and self-discovery. New card available each day.",2026-03-13,2026-03-13
fortune-teller,Fortune Teller,games,2,"Get your fortune told across love, career, health, and luck. Enter your details for a personalised daily fortune with lucky numbers, colours, and advice.",2026-03-13,2026-03-13
palm-reading-guide,Palm Reading Guide,games,2,"Learn to read palms with this interactive guide. Discover what your heart line, head line, life line, and fate line reveal about your personality and future.",2026-03-13,2026-03-13
crystal-ball-fortune,Crystal Ball Fortune,games,2,"Gaze into the crystal ball and receive a mystical fortune. Ask your question, watch the mist swirl, and receive wisdom from the crystal ball with ambient effects.",2026-03-13,2026-03-13
astrology-birth-chart,Astrology Birth Chart,games,2,"Generate your astrology birth chart with Sun, Moon, and Rising signs. Enter your birth details to discover your zodiac profile, element balance, and personality traits.",2026-03-13,2026-03-13
daily-horoscope,Daily Horoscope,games,2,"Read your daily horoscope for all 12 zodiac signs. Get insights on love, career, health, and luck with daily ratings and advice tailored to your star sign.",2026-03-13,2026-03-13
rune-stone-reader,Rune Stone Reader,games,2,Cast the runes and receive ancient Norse wisdom. Draw one or three rune stones for guidance on your question. Includes full Elder Futhark meanings and history.,2026-03-13,2026-03-13
numerology-calculator,Numerology Calculator,games,2,"Calculate your numerology life path number, expression number, and soul urge number from your name and birth date. Discover what your numbers reveal about you.",2026-03-13,2026-03-13
break-even-calculator,Break-Even Calculator,business,2,"Calculate your break-even point in units and revenue. Enter fixed costs, variable cost per unit, and selling price to find how many sales you need to cover costs.",2026-03-13,2026-03-13
business-name-generator,Business Name Generator,business,2,"Generate creative business name ideas by industry and style. Choose from tech, food, fashion, health, finance, creative, retail, or consulting with modern, classic, or playful styles.",2026-03-13,2026-03-13
discount-calculator,Discount Calculator,business,2,"Calculate sale prices, savings, and discount percentages. Enter the original price and discount to see the final price, or work backwards from a sale price to find the discount rate.",2026-03-13,2026-03-13
freelance-rate-calculator,Freelance Rate Calculator,business,2,"Calculate your freelance hourly and daily rate based on desired income, working hours, tax rate, expenses, and profit margin. Know exactly what to charge clients.",2026-03-13,2026-03-13
salary-to-hourly-converter,Salary to Hourly Converter,business,2,"Convert between annual salary and hourly rate instantly. See your pay broken down by hour, day, week, month, and year with configurable working hours and weeks.",2026-03-13,2026-03-13
vat-calculator,VAT Calculator,business,2,"Add or remove UK VAT at standard (20%), reduced (5%), or zero rate. Enter an amount to instantly see net price, VAT amount, and gross total with a quick reference table.",2026-03-13,2026-03-13
roi-calculator,ROI Calculator,business,2,"Calculate return on investment from initial investment and final value or annual return rate. See ROI percentage, annualised return, total profit, and comparison with savings rates.",2026-03-13,2026-03-13
pay-rise-calculator,Pay Rise Calculator,business,2,Calculate the real value of a pay rise after tax and inflation. Enter current and new salary to see monthly and annual differences in take-home pay and purchasing power.,2026-03-13,2026-03-13
compound-interest-calculator,Compound Interest Calculator,business,2,"Calculate compound interest with monthly contributions. Enter initial deposit, monthly additions, interest rate, and compounding frequency to see your money grow year by year.",2026-03-13,2026-03-13
time-to-double-calculator,Time to Double Calculator,business,2,"Use the Rule of 72 to find how long it takes to double your money at any interest rate, or what rate you need to double in a given time. Includes comparison table for common rates.",2026-03-13,2026-03-13
tip-calculator,Tip Calculator,travel,2,"Calculate tips by country with local tipping customs. Enter your bill, choose a country, split between people, and see tip amount, total, and per-person cost instantly.",2026-03-13,2026-03-13
travel-visa-checker,Travel Visa Checker,travel,2,"Check visa requirements for your trip. Select your passport country and destination to see if you need a visa, visa on arrival, e-visa, or can travel visa-free with stay duration.",2026-03-13,2026-03-13
time-zone-converter,Time Zone Converter,travel,2,"Convert times between any two time zones instantly. See current local time in both zones, offset difference, and easily swap between zones for quick scheduling.",2026-03-13,2026-03-13
holiday-countdown-generator,Holiday Countdown Generator,travel,2,"Create a beautiful countdown to your holiday or any event. See days, hours, minutes, and seconds tick down in real time with fun milestones and a pre-trip checklist.",2026-03-13,2026-03-13
sunrise-sunset-calculator,Sunrise and Sunset Calculator,travel,2,"Find approximate sunrise and sunset times for any month and latitude. See day length, golden hour times for photography, and seasonal light patterns around the world.",2026-03-13,2026-03-13
distance-calculator,Distance Calculator,travel,2,"Calculate the distance between major cities worldwide. See great-circle distance in km and miles, estimated flight time, and time zone difference for 50+ global cities.",2026-03-13,2026-03-13
wedding-drink-calculator,Wedding Drink Calculator,wedding,2,"Calculate exactly how many bottles of champagne, wine, beer, and soft drinks you need for your wedding. Adjusts for season, duration, and bar type with cost estimates.",2026-03-13,2026-03-13
wedding-catering-calculator,Wedding Catering Calculator,wedding,2,"Calculate food quantities for your wedding reception. Choose between sit-down, buffet, canapes, or BBQ and get exact kg amounts for meat, fish, vegetables, and desserts.",2026-03-13,2026-03-13
wedding-vow-generator,Wedding Vow Generator,wedding,2,"Generate personalised wedding vow templates and prompts. Choose traditional, modern, humorous, poetic, or religious tone and get fill-in-the-blank vow starters to make your own.",2026-03-13,2026-03-13
wedding-hashtag-generator,Wedding Hashtag Generator,wedding,2,"Generate creative wedding hashtag ideas from your names. Get classic, punny, romantic, and modern suggestions with character counts and Instagram-friendly indicators.",2026-03-13,2026-03-13
wedding-cost-per-head-calculator,Wedding Cost Per Head Calculator,wedding,2,"See the real cost per guest at your wedding. Break down your budget across venue, catering, drinks, photography, and more with adjustable percentages and what-if scenarios.",2026-03-13,2026-03-13
hex-to-rgb,Hex to RGB Converter,converters,3,Convert hex colour codes to RGB values and back with live colour preview swatch and copy buttons for both formats,2026-03-16,2026-03-16
binary-to-decimal,Binary to Decimal Converter,converters,3,"Convert between binary, decimal, octal and hexadecimal number systems with live conversion and input validation",2026-03-16,2026-03-16
number-base-converter,Number Base Converter,converters,3,"Convert numbers between any base from 2 to 36 with preset buttons for binary, octal, decimal and hexadecimal",2026-03-16,2026-03-16
clothing-size-converter,Clothing Size Converter,converters,3,"Convert between UK, US and EU clothing sizes for men and women across shirts, trousers, shoes and dresses",2026-03-16,2026-03-16
paper-size-converter,Paper Size Converter,converters,3,"Convert between A-series paper sizes, US Letter, Legal and Tabloid with dimensions in mm, cm and inches",2026-03-16,2026-03-16
data-storage-converter,Data Storage Converter,converters,3,"Convert between bytes, KB, MB, GB, TB and PB with toggle between binary (1024) and decimal (1000) standards",2026-03-16,2026-03-16
cooking-measurement-converter,Cooking Measurement Converter,converters,3,"Convert between cups, tablespoons, teaspoons, ml, fl oz and litres with ingredient density adjustments for flour, sugar and butter",2026-03-16,2026-03-16
speed-converter,Speed Converter,converters,3,"Convert between mph, km/h, knots, m/s and Mach with common reference speeds for walking, cycling and motorway driving",2026-03-16,2026-03-16
pressure-converter,Pressure Converter,converters,3,"Convert between PSI, bar, atm, Pa, kPa and mmHg with common references for tyre pressure, atmospheric and blood pressure",2026-03-16,2026-03-16
energy-converter,Energy Converter,converters,3,"Convert between joules, calories, kcal, kWh, BTU and electronvolts with real-world energy references",2026-03-16,2026-03-16
angle-converter,Angle Converter,converters,3,"Convert between degrees, radians, gradians, turns, arcminutes and arcseconds with visual angle indicator",2026-03-16,2026-03-16
